申万三级行业名称,股票代码,股票名称
农用机械,603789.SH,ST星农
农用机械,920608.BJ,丰安股份
农用机械,920895.BJ,花溪科技
农药,000525.SZ,红太阳
农药,000553.SZ,安道麦A
农药,001231.SZ,农心科技
农药,002250.SZ,联化科技
农药,002258.SZ,利尔化学
农药,002391.SZ,长青股份
农药,002496.SZ,辉丰股份
农药,002513.SZ,蓝丰生化
农药,002734.SZ,利民股份
农药,002749.SZ,国光股份
农药,002942.SZ,新农股份
农药,003042.SZ,中农联合
农药,300261.SZ,雅本化学
农药,300575.SZ,中旗股份
农药,300796.SZ,贝斯美
农药,300804.SZ,广康生化
农药,301035.SZ,润丰股份
农药,301665.SZ,泰禾股份
农药,600389.SH,江山股份
农药,600486.SH,扬农化工
农药,600596.SH,新安股份
农药,600731.SH,湖南海利
农药,603086.SH,先达股份
农药,603360.SH,百傲化学
农药,603585.SH,苏利股份
农药,603599.SH,广信股份
农药,603639.SH,海利尔
农药,603810.SH,丰山集团
农药,603970.SH,中农立华
农药,605033.SH,美邦股份
农药,920819.BJ,颖泰生物
农药,920866.BJ,绿亨科技
冰洗,000016.SZ,*ST康佳A
冰洗,000521.SZ,长虹美菱
冰洗,001387.SZ,雪祺电气
冰洗,002668.SZ,TCL智家
冰洗,600336.SH,澳柯玛
冰洗,600690.SH,海尔智家
冰洗,600983.SH,惠而浦
冶钢辅料,000629.SZ,钒钛股份
冶钢辅料,002003.SZ,伟星股份
冶钢辅料,002098.SZ,浔兴股份
冶钢辅料,002674.SZ,兴业科技
冶钢辅料,600295.SH,鄂尔多斯
冶钢辅料,600516.SH,方大炭素
冶钢辅料,920527.BJ,夜光明
分立器件,300046.SZ,台基股份
分立器件,300373.SZ,扬杰科技
分立器件,300623.SZ,捷捷微电
分立器件,300831.SZ,ST派瑞
分立器件,600360.SH,华微电子
分立器件,600460.SH,士兰微
分立器件,600745.SH,*ST闻泰
分立器件,603290.SH,斯达半导
分立器件,605111.SH,新洁能
分立器件,688048.SH,长光华芯
分立器件,688167.SH,炬光科技
分立器件,688172.SH,燕东微
分立器件,688230.SH,芯导科技
分立器件,688261.SH,东微半导
分立器件,688498.SH,源杰科技
分立器件,688689.SH,银河微电
分立器件,688693.SH,锴威特
分立器件,688711.SH,宏微科技
制冷空调设备,000333.SZ,美的集团
制冷空调设备,000530.SZ,冰山冷热
制冷空调设备,000651.SZ,格力电器
制冷空调设备,000811.SZ,冰轮环境
制冷空调设备,000921.SZ,海信家电
制冷空调设备,001237.SZ,惠康科技
制冷空调设备,002158.SZ,汉钟精机
制冷空调设备,002639.SZ,雪人集团
制冷空调设备,002686.SZ,亿利达
制冷空调设备,300990.SZ,同飞股份
制冷空调设备,301018.SZ,申菱环境
制冷空调设备,301043.SZ,绿岛风
制冷空调设备,301070.SZ,开勒股份
制冷空调设备,301272.SZ,英华特
制冷空调设备,301399.SZ,英特科技
制冷空调设备,301525.SZ,儒竞科技
制冷空调设备,600202.SH,哈空调
制冷空调设备,600854.SH,春兰股份
制冷空调设备,603187.SH,海容冷链
制冷空调设备,603277.SH,银都股份
制冷空调设备,603339.SH,四方科技
制冷空调设备,603912.SH,佳力图
动力煤,000552.SZ,甘肃能化
动力煤,000571.SZ,新大洲A
动力煤,002128.SZ,电投能源
动力煤,600121.SH,郑州煤电
动力煤,600188.SH,兖矿能源
动力煤,600403.SH,大有能源
动力煤,600546.SH,山煤国际
动力煤,600925.SH,苏能股份
动力煤,600971.SH,恒源煤电
动力煤,601001.SH,晋控煤业
动力煤,601088.SH,中国神华
动力煤,601101.SH,昊华能源
动力煤,601225.SH,陕西煤业
动力煤,601898.SH,中煤能源
动力煤,601918.SH,新集能源
动物保健Ⅲ,002688.SZ,金河生物
动物保健Ⅲ,002868.SZ,绿康生化
动物保健Ⅲ,300119.SZ,瑞普生物
动物保健Ⅲ,300871.SZ,回盛生物
动物保健Ⅲ,600195.SH,中牧股份
动物保健Ⅲ,600201.SH,生物股份
动物保健Ⅲ,603566.SH,普莱柯
动物保健Ⅲ,688098.SH,申联生物
动物保健Ⅲ,688526.SH,科前生物
动物保健Ⅲ,920275.BJ,驱动力
动物保健Ⅲ,920729.BJ,永顺生物
动物保健Ⅲ,920970.BJ,大禹生物
化妆品制造及其他,002094.SZ,青岛金王
化妆品制造及其他,300132.SZ,诺斯贝尔
化妆品制造及其他,300849.SZ,锦盛新材
化妆品制造及其他,300856.SZ,科思股份
化妆品制造及其他,300955.SZ,嘉亨家化
化妆品制造及其他,920123.BJ,芭薇股份
化妆品制造及其他,920165.BJ,珈凯生物
化妆品制造及其他,920176.BJ,维琪科技
化学制剂,000153.SZ,丰原药业
化学制剂,000513.SZ,丽珠集团
化学制剂,000566.SZ,海南海药
化学制剂,000597.SZ,东北制药
化学制剂,000766.SZ,通化金马
化学制剂,000788.SZ,北大医药
化学制剂,000813.SZ,德展健康
化学制剂,000908.SZ,石药景峰
化学制剂,000915.SZ,华特达因
化学制剂,000919.SZ,金陵药业
化学制剂,000931.SZ,中关村
化学制剂,000963.SZ,华东医药
化学制剂,002004.SZ,华邦健康
化学制剂,002019.SZ,亿帆医药
化学制剂,002020.SZ,京新药业
化学制剂,002038.SZ,双鹭药业
化学制剂,002262.SZ,恩华药业
化学制剂,002294.SZ,信立泰
化学制剂,002370.SZ,亚太药业
化学制剂,002393.SZ,力生制药
化学制剂,002399.SZ,海普瑞
化学制剂,002422.SZ,科伦药业
化学制剂,002437.SZ,誉衡药业
化学制剂,002550.SZ,千红制药
化学制剂,002653.SZ,海思科
化学制剂,002675.SZ,东诚药业
化学制剂,002693.SZ,双成药业
化学制剂,002742.SZ,冀衡医药
化学制剂,002755.SZ,奥赛康
化学制剂,002793.SZ,罗欣药业
化学制剂,002826.SZ,易明医药
化学制剂,002872.SZ,ST天圣
化学制剂,002900.SZ,哈三联
化学制剂,002923.SZ,润都股份
化学制剂,002940.SZ,昂利康
化学制剂,003020.SZ,立方制药
化学制剂,300006.SZ,莱美药业
化学制剂,300016.SZ,北陆药业
化学制剂,300086.SZ,康芝药业
化学制剂,300110.SZ,华仁药业
化学制剂,300111.SZ,向日葵
化学制剂,300194.SZ,福安药业
化学制剂,300199.SZ,翰宇药业
化学制剂,300204.SZ,舒泰神
化学制剂,300233.SZ,金城医药
化学制剂,300254.SZ,仟源医药
化学制剂,300255.SZ,常山药业
化学制剂,300434.SZ,金石亚药
化学制剂,300436.SZ,广生堂
化学制剂,300558.SZ,贝达药业
化学制剂,300573.SZ,兴齐眼药
化学制剂,300584.SZ,海辰药业
化学制剂,300705.SZ,九典制药
化学制剂,300723.SZ,一品红
化学制剂,301075.SZ,多瑞医药
化学制剂,301130.SZ,西点药业
化学制剂,301263.SZ,泰恩康
化学制剂,301507.SZ,民生健康
化学制剂,600062.SH,华润双鹤
化学制剂,600079.SH,ST人福
化学制剂,600196.SH,复星医药
化学制剂,600267.SH,海正药业
化学制剂,600276.SH,恒瑞医药
化学制剂,600380.SH,健康元
化学制剂,600420.SH,国药现代
化学制剂,600513.SH,联环药业
化学制剂,600521.SH,华海药业
化学制剂,600613.SH,神奇制药
化学制剂,600624.SH,ST复华
化学制剂,600664.SH,哈药股份
化学制剂,600774.SH,汉商集团
化学制剂,600789.SH,鲁抗医药
化学制剂,600812.SH,华北制药
化学制剂,600851.SH,海欣股份
化学制剂,601089.SH,福元医药
化学制剂,603168.SH,莎普爱思
化学制剂,603207.SH,小方制药
化学制剂,603367.SH,辰欣药业
化学制剂,603669.SH,灵康药业
化学制剂,603676.SH,卫信康
化学制剂,603707.SH,健友股份
化学制剂,603811.SH,诚意药业
化学制剂,688062.SH,迈威生物-U
化学制剂,688091.SH,上海谊众
化学制剂,688117.SH,圣诺生物
化学制剂,688176.SH,亚虹医药-U
化学制剂,688189.SH,ST南新
化学制剂,688192.SH,迪哲医药-U
化学制剂,688197.SH,首药控股-U
化学制剂,688221.SH,前沿生物-U
化学制剂,688235.SH,百济神州
化学制剂,688247.SH,宣泰医药
化学制剂,688266.SH,泽璟制药-U
化学制剂,688302.SH,海创药业-U
化学制剂,688321.SH,微芯生物
化学制剂,688373.SH,盟科药业-U
化学制剂,688382.SH,益方生物-U
化学制剂,688428.SH,诺诚健华
化学制剂,688505.SH,复旦张江
化学制剂,688506.SH,百利天恒
化学制剂,688513.SH,苑东生物
化学制剂,688553.SH,汇宇制药-W
化学制剂,688566.SH,吉贝尔
化学制剂,688578.SH,艾力斯
化学制剂,688658.SH,悦康药业
化学制剂,688759.SH,必贝特-U
化学制剂,688799.SH,华纳药厂
化学制剂,920017.BJ,星昊医药
化学制剂,920566.BJ,梓橦宫
化学制剂,920735.BJ,德源药业
化学工程,002140.SZ,东华科技
化学工程,002469.SZ,三维化学
化学工程,300384.SZ,三联虹普
化学工程,601117.SH,中国化学
化学工程,603637.SH,镇海股份
化学工程,603959.SH,ST百利
化学工程,605167.SH,利柏特
医疗研发外包,002821.SZ,凯莱英
医疗研发外包,300149.SZ,睿智医药
医疗研发外包,300347.SZ,泰格医药
医疗研发外包,300363.SZ,博腾股份
医疗研发外包,300404.SZ,博济医药
医疗研发外包,300683.SZ,海特生物
医疗研发外包,300725.SZ,药石科技
医疗研发外包,300759.SZ,康龙化成
医疗研发外包,301096.SZ,百诚医药
医疗研发外包,301201.SZ,诚达药业
医疗研发外包,301230.SZ,泓博医药
医疗研发外包,301257.SZ,普蕊斯
医疗研发外包,301333.SZ,诺思格
医疗研发外包,301509.SZ,金凯生科
医疗研发外包,301520.SZ,万邦医药
医疗研发外包,600721.SH,百花医药
医疗研发外包,603127.SH,昭衍新药
医疗研发外包,603259.SH,药明康德
医疗研发外包,603456.SH,九洲药业
医疗研发外包,688046.SH,药康生物
医疗研发外包,688073.SH,毕得医药
医疗研发外包,688131.SH,皓元医药
医疗研发外包,688202.SH,美迪西
医疗研发外包,688222.SH,成都先导
医疗研发外包,688238.SH,和元生物
医疗研发外包,688265.SH,南模生物
医疗研发外包,688621.SH,阳光诺和
医疗研发外包,688710.SH,益诺思
医疗研发外包,688796.SH,百奥赛图
医疗研发外包,920670.BJ,数字人
医疗耗材,002382.SZ,蓝帆医疗
医疗耗材,002551.SZ,尚荣医疗
医疗耗材,002901.SZ,大博医疗
医疗耗材,002950.SZ,奥美医疗
医疗耗材,300003.SZ,乐普医疗
医疗耗材,300238.SZ,冠昊生物
医疗耗材,300326.SZ,ST凯利
医疗耗材,300453.SZ,三鑫医疗
医疗耗材,300529.SZ,健帆生物
医疗耗材,300595.SZ,欧普康视
医疗耗材,300653.SZ,正海生物
医疗耗材,300677.SZ,英科医疗
医疗耗材,300981.SZ,中红医疗
医疗耗材,301033.SZ,迈普医学
医疗耗材,301093.SZ,华兰股份
医疗耗材,301097.SZ,天益医疗
医疗耗材,301122.SZ,采纳股份
医疗耗材,301188.SZ,力诺药包
医疗耗材,301234.SZ,五洲医疗
医疗耗材,301370.SZ,国科恒泰
医疗耗材,301580.SZ,爱迪特
医疗耗材,600529.SH,山东药玻
医疗耗材,603014.SH,威高血净
医疗耗材,603205.SH,健尔康
医疗耗材,603222.SH,济民健康
医疗耗材,603301.SH,振德医疗
医疗耗材,603309.SH,维力医疗
医疗耗材,603718.SH,*ST海利
医疗耗材,603880.SH,南卫股份
医疗耗材,603976.SH,正川股份
医疗耗材,603987.SH,康德莱
医疗耗材,605369.SH,拱东医疗
医疗耗材,688013.SH,天臣医疗
医疗耗材,688016.SH,心脉医疗
医疗耗材,688026.SH,洁特生物
医疗耗材,688029.SH,南微医学
医疗耗材,688050.SH,爱博医疗
医疗耗材,688085.SH,三友医疗
医疗耗材,688108.SH,赛诺医疗
医疗耗材,688151.SH,华强科技
医疗耗材,688161.SH,威高骨科
医疗耗材,688198.SH,佰仁医疗
医疗耗材,688236.SH,春立医疗
医疗耗材,688314.SH,康拓医疗
医疗耗材,688351.SH,微电生理
医疗耗材,688366.SH,昊海生科
医疗耗材,688576.SH,西山科技
医疗耗材,688581.SH,安杰思
医疗耗材,688613.SH,奥精医疗
医疗耗材,688617.SH,惠泰医疗
医疗耗材,688712.SH,北芯生命
医疗耗材,920050.BJ,爱伦医疗
医疗耗材,920069.BJ,普昂医疗
医疗耗材,920072.BJ,科莱瑞迪
医疗耗材,920166.BJ,海圣医疗
医疗耗材,920180.BJ,爱得科技
医疗耗材,920268.BJ,百迈科
医疗设备,002223.SZ,鱼跃医疗
医疗设备,300030.SZ,阳普医疗
医疗设备,300049.SZ,福瑞医科
医疗设备,300171.SZ,东富龙
医疗设备,300206.SZ,理邦仪器
医疗设备,300246.SZ,宝莱特
医疗设备,300298.SZ,三诺生物
医疗设备,300314.SZ,戴维医疗
医疗设备,300341.SZ,麦克奥迪
医疗设备,300358.SZ,楚天科技
医疗设备,300430.SZ,*ST益通
医疗设备,300562.SZ,乐心股份
医疗设备,300633.SZ,开立医疗
医疗设备,300753.SZ,爱朋医疗
医疗设备,300760.SZ,迈瑞医疗
医疗设备,300869.SZ,康泰医学
医疗设备,301087.SZ,可孚医疗
医疗设备,301235.SZ,华康洁净
医疗设备,301290.SZ,东星医疗
医疗设备,301363.SZ,美好医疗
医疗设备,301367.SZ,瑞迈特
医疗设备,301515.SZ,港通医疗
医疗设备,301602.SZ,超研股份
医疗设备,600055.SH,万东医疗
医疗设备,600587.SH,新华医疗
医疗设备,688114.SH,华大智造
医疗设备,688139.SH,海尔生物
医疗设备,688212.SH,澳华内镜
医疗设备,688271.SH,联影医疗
医疗设备,688273.SH,麦澜德
医疗设备,688277.SH,天智航-U
医疗设备,688301.SH,奕瑞科技
医疗设备,688358.SH,祥生医疗
医疗设备,688410.SH,山外山
医疗设备,688580.SH,伟思医疗
医疗设备,688607.SH,康众科技
医疗设备,688626.SH,翔宇医疗
医疗设备,688677.SH,海泰新光
医疗设备,688755.SH,汉邦科技
医疗设备,688805.SH,健信超导
医疗设备,920278.BJ,鹿得医疗
医疗设备,920300.BJ,辰光医疗
医疗设备,920504.BJ,博迅生物
医疗设备,920925.BJ,锦好医疗
医疗设备,920992.BJ,中科美菱
医美服务,000615.SZ,*ST美谷
医美耗材,300896.SZ,爱美客
医美耗材,688363.SH,华熙生物
医美耗材,920982.BJ,锦波生物
医药流通,000028.SZ,国药一致
医药流通,000078.SZ,ST海王
医药流通,000411.SZ,英特集团
医药流通,000705.SZ,浙江震元
医药流通,000950.SZ,重药控股
医药流通,002462.SZ,嘉事堂
医药流通,002589.SZ,瑞康医药
医药流通,002788.SZ,鹭燕医药
医药流通,300937.SZ,药易购
医药流通,301015.SZ,百洋医药
医药流通,301126.SZ,达嘉维康
医药流通,301584.SZ,建发致新
医药流通,600056.SH,中国医药
医药流通,600272.SH,开开实业
医药流通,600511.SH,国药股份
医药流通,600538.SH,国发股份
医药流通,600713.SH,南京医药
医药流通,600829.SH,人民同泰
医药流通,600998.SH,九州通
医药流通,601607.SH,上海医药
医药流通,603108.SH,润达医疗
医药流通,603122.SH,合富中国
医药流通,603368.SH,柳药集团
医药流通,603716.SH,塞力医疗
医院,000516.SZ,国际医学
医院,002044.SZ,美年健康
医院,002172.SZ,澳洋健康
医院,002173.SZ,创新医疗
医院,002219.SZ,新里程
医院,002524.SZ,光正眼科
医院,002622.SZ,皓宸医疗
医院,300015.SZ,爱尔眼科
医院,300143.SZ,盈康生命
医院,301103.SZ,何氏眼科
医院,301239.SZ,普瑞眼科
医院,301267.SZ,华厦眼科
医院,301293.SZ,三博脑科
医院,600568.SH,ST中珠
医院,600763.SH,通策医疗
半导体材料,002119.SZ,康强电子
半导体材料,002409.SZ,雅克科技
半导体材料,003026.SZ,中晶科技
半导体材料,300666.SZ,江丰电子
半导体材料,300706.SZ,阿石创
半导体材料,301611.SZ,珂玛科技
半导体材料,301678.SZ,新恒汇
半导体材料,600206.SH,有研新材
半导体材料,600641.SH,先导基电
半导体材料,605358.SH,立昂微
半导体材料,688126.SH,沪硅产业
半导体材料,688138.SH,清溢光电
半导体材料,688146.SH,中船特气
半导体材料,688233.SH,神工股份
半导体材料,688234.SH,天岳先进
半导体材料,688401.SH,路维光电
半导体材料,688432.SH,有研硅
半导体材料,688530.SH,欧莱新材
半导体材料,688535.SH,华海诚科
半导体材料,688584.SH,上海合晶
半导体材料,688661.SH,和林微纳
半导体材料,688720.SH,艾森股份
半导体材料,688721.SH,龙图光罩
半导体材料,688727.SH,恒坤新材
半导体材料,688783.SH,西安奕材-U
半导体材料,688797.SH,臻宝科技
半导体材料,920012.BJ,创达新材
半导体材料,920179.BJ,凯德石英
半导体材料,920189.BJ,康美特
半导体设备,002371.SZ,北方华创
半导体设备,003043.SZ,华亚智能
半导体设备,300604.SZ,长川科技
半导体设备,301297.SZ,富乐德
半导体设备,301369.SZ,联动科技
半导体设备,301583.SZ,托伦斯
半导体设备,301629.SZ,矽电股份
半导体设备,301717.SZ,超纯应材
半导体设备,603061.SH,金海通
半导体设备,603690.SH,至纯科技
半导体设备,603991.SH,领先股份
半导体设备,688012.SH,中微公司
半导体设备,688037.SH,芯源微
半导体设备,688072.SH,拓荆科技
半导体设备,688082.SH,盛美上海
半导体设备,688120.SH,华海清科
半导体设备,688200.SH,华峰测控
半导体设备,688361.SH,中科飞测
半导体设备,688409.SH,富创精密
半导体设备,688419.SH,耐科装备
半导体设备,688478.SH,晶升股份
半导体设备,688605.SH,先锋精科
半导体设备,688652.SH,京仪装备
半导体设备,688729.SH,屹唐股份
半导体设备,688785.SH,恒运昌
半导体设备,688809.SH,强一股份
半导体设备,920186.BJ,中科仪
卫浴制品,001322.SZ,箭牌家居
卫浴制品,002084.SZ,海鸥住工
卫浴制品,002790.SZ,瑞尔特
卫浴制品,301575.SZ,艾芬达
卫浴制品,603385.SH,惠达卫浴
卫浴制品,603408.SH,建霖家居
卫浴制品,603992.SH,松霖科技
卫浴电器,002543.SZ,万和电气
卫浴电器,603366.SH,日出东方
卫浴电器,603551.SH,奥普科技
印制电路板,000823.SZ,超声电子
印制电路板,001232.SZ,嘉立创
印制电路板,001389.SZ,广合科技
印制电路板,002134.SZ,天津普林
印制电路板,002141.SZ,贤丰控股
印制电路板,002384.SZ,东山精密
印制电路板,002436.SZ,兴森科技
印制电路板,002463.SZ,沪电股份
印制电路板,002552.SZ,宝鼎科技
印制电路板,002579.SZ,中京电子
印制电路板,002636.SZ,金安国纪
印制电路板,002815.SZ,崇达技术
印制电路板,002913.SZ,奥士康
印制电路板,002916.SZ,深南电路
印制电路板,002938.SZ,鹏鼎控股
印制电路板,300476.SZ,胜宏科技
印制电路板,300657.SZ,弘信电子
印制电路板,300739.SZ,明阳电路
印制电路板,300814.SZ,中富电路
印制电路板,300852.SZ,四会富仕
印制电路板,300903.SZ,科翔股份
印制电路板,300936.SZ,中英科技
印制电路板,300964.SZ,本川智能
印制电路板,301041.SZ,金百泽
印制电路板,301132.SZ,满坤科技
印制电路板,301176.SZ,逸豪新材
印制电路板,301251.SZ,威尔高
印制电路板,301282.SZ,金禄电子
印制电路板,301366.SZ,一博科技
印制电路板,301628.SZ,强达电路
印制电路板,600183.SH,生益科技
印制电路板,600601.SH,方正科技
印制电路板,603175.SH,超颖电子
印制电路板,603186.SH,华正新材
印制电路板,603228.SH,景旺电子
印制电路板,603328.SH,依顿电子
印制电路板,603386.SH,骏亚科技
印制电路板,603459.SH,红板科技
印制电路板,603920.SH,世运电路
印制电路板,603936.SH,博敏电子
印制电路板,605058.SH,澳弘电子
印制电路板,605258.SH,协和电子
印制电路板,688020.SH,方邦股份
印制电路板,688183.SH,生益电子
印制电路板,688519.SH,南亚新材
印制电路板,688655.SH,迅捷兴
印制电路板,920060.BJ,万源通
印制电路板,920821.BJ,则成电子
印刷,001256.SZ,炜冈科技
印刷,001279.SZ,强邦新材
印刷,002117.SZ,东港股份
印刷,002209.SZ,达意隆
印刷,002599.SZ,盛通股份
印刷,002611.SZ,东方精工
印刷,300195.SZ,长荣股份
印刷,300509.SZ,新美星
印刷,300512.SZ,中亚股份
印刷,300521.SZ,爱司凯
印刷,301105.SZ,鸿铭股份
印刷,301138.SZ,华研精机
印刷,603901.SH,永创智能
印刷,920553.BJ,凯腾精工
印刷,920810.BJ,春光智能
印刷包装机械,001256.SZ,炜冈科技
印刷包装机械,001279.SZ,强邦新材
印刷包装机械,002117.SZ,东港股份
印刷包装机械,002209.SZ,达意隆
印刷包装机械,002599.SZ,盛通股份
印刷包装机械,002611.SZ,东方精工
印刷包装机械,300195.SZ,长荣股份
印刷包装机械,300509.SZ,新美星
印刷包装机械,300512.SZ,中亚股份
印刷包装机械,300521.SZ,爱司凯
印刷包装机械,301105.SZ,鸿铭股份
印刷包装机械,301138.SZ,华研精机
印刷包装机械,603901.SH,永创智能
印刷包装机械,920553.BJ,凯腾精工
印刷包装机械,920810.BJ,春光智能
印染,600448.SH,华纺股份
印染,600987.SH,航民股份
印染,605055.SH,迎丰股份
印染,605189.SH,富春染织
原料药,000739.SZ,普洛药业
原料药,000756.SZ,新华制药
原料药,000952.SZ,广济药业
原料药,000953.SZ,中哲精化
原料药,001367.SZ,海森药业
原料药,002099.SZ,海翔药业
原料药,002102.SZ,ST能特
原料药,002332.SZ,仙琚制药
原料药,002365.SZ,永安药业
原料药,002817.SZ,黄山胶囊
原料药,300267.SZ,尔康制药
原料药,300381.SZ,溢多利
原料药,300401.SZ,花园生物
原料药,300452.SZ,山河药辅
原料药,300497.SZ,富祥股份
原料药,300583.SZ,赛托生物
原料药,300636.SZ,同和药业
原料药,300702.SZ,天宇股份
原料药,300765.SZ,石药创新
原料药,300966.SZ,共同药业
原料药,301065.SZ,本立科技
原料药,301089.SZ,拓新药业
原料药,301211.SZ,亨迪药业
原料药,301246.SZ,宏源药业
原料药,301258.SZ,富士莱
原料药,301277.SZ,新天地
原料药,301281.SZ,科源制药
原料药,301301.SZ,川宁生物
原料药,600216.SH,浙江医药
原料药,600488.SH,津药药业
原料药,603229.SH,奥翔药业
原料药,603351.SH,威尔药业
原料药,603520.SH,司太立
原料药,603538.SH,美诺华
原料药,605116.SH,奥锐特
原料药,605177.SH,东亚药业
原料药,605507.SH,国邦医药
原料药,688076.SH,ST诺泰
原料药,688166.SH,博瑞医药
原料药,688356.SH,键凯科技
原料药,688690.SH,纳微科技
原料药,688758.SH,赛分科技
原料药,920230.BJ,欧康医药
原料药,920367.BJ,新赣江
原料药,920478.BJ,峆一药业
原料药,920656.BJ,海昇药业
原料药,920946.BJ,森萱医药
原材料供应链服务,000626.SZ,远大控股
原材料供应链服务,000906.SZ,浙商中拓
原材料供应链服务,001202.SZ,炬申股份
原材料供应链服务,002485.SZ,ST雪发
原材料供应链服务,600057.SH,厦门象屿
原材料供应链服务,600153.SH,建发股份
原材料供应链服务,600180.SH,*ST瑞茂
原材料供应链服务,600603.SH,广汇物流
原材料供应链服务,600704.SH,物产中大
原材料供应链服务,600753.SH,ST海钦
原材料供应链服务,600755.SH,厦门国贸
原材料供应链服务,603329.SH,上海雅仕
原材料供应链服务,605050.SH,福然德
厨房小家电,001259.SZ,利仁科技
厨房小家电,002005.SZ,德豪润达
厨房小家电,002032.SZ,苏泊尔
厨房小家电,002242.SZ,九阳股份
厨房小家电,002403.SZ,爱仕达
厨房小家电,002705.SZ,新宝股份
厨房小家电,002959.SZ,小熊电器
厨房小家电,300824.SZ,北鼎股份
厨房小家电,603215.SH,比依股份
厨房小家电,920926.BJ,鸿智科技
厨房电器,002035.SZ,华帝股份
厨房电器,002508.SZ,老板电器
厨房电器,002677.SZ,浙江美大
厨房电器,300894.SZ,火星人
厨房电器,300911.SZ,亿田智能
厨房电器,605336.SH,*ST帅电
合成树脂,001255.SZ,博菲电气
合成树脂,001333.SZ,光华股份
合成树脂,002361.SZ,神剑股份
合成树脂,002395.SZ,双象股份
合成树脂,300487.SZ,蓝晓科技
合成树脂,301092.SZ,争光股份
合成树脂,301395.SZ,仁信新材
合成树脂,301555.SZ,惠柏新材
合成树脂,601026.SH,道生天合
合成树脂,603879.SH,永悦科技
合成树脂,603928.SH,兴业股份
合成树脂,605589.SH,圣泉集团
合成树脂,688585.SH,上纬新材
合成树脂,688716.SH,中研股份
品牌化妆品,300740.SZ,水羊股份
品牌化妆品,300957.SZ,贝泰妮
品牌化妆品,301371.SZ,敷尔佳
品牌化妆品,600223.SH,福瑞达
品牌化妆品,600315.SH,上海家化
品牌化妆品,603605.SH,珀莱雅
品牌化妆品,603630.SH,拉芳家化
品牌化妆品,603983.SH,丸美生物
品牌消费电子,002045.SZ,国光电器
品牌消费电子,002351.SZ,漫步者
品牌消费电子,002841.SZ,视源股份
品牌消费电子,002888.SZ,惠威科技
品牌消费电子,300866.SZ,安克创新
品牌消费电子,301189.SZ,奥尼电子
品牌消费电子,301606.SZ,绿联科技
品牌消费电子,688007.SH,光峰科技
品牌消费电子,688036.SH,传音控股
品牌消费电子,688775.SH,影石创新
品牌消费电子,920183.BJ,海菲曼
商业地产,000031.SZ,大悦城
商业地产,000069.SZ,华侨城A
商业地产,000402.SZ,金融街
商业地产,000608.SZ,阳光股份
商业地产,001979.SZ,招商蛇口
商业地产,002305.SZ,*ST南置
商业地产,600007.SH,中国国贸
商业地产,600239.SH,ST云城
商业地产,600663.SH,陆家嘴
商业地产,601155.SH,新城控股
商业物业经营,000007.SZ,全新好
商业物业经营,000058.SZ,深赛格
商业物业经营,000061.SZ,农产品
商业物业经营,000785.SZ,居然智家
商业物业经营,000882.SZ,华联股份
商业物业经营,002177.SZ,御银股份
商业物业经营,002344.SZ,海宁皮城
商业物业经营,002818.SZ,富森美
商业物业经营,300947.SZ,德必集团
商业物业经营,600113.SH,浙江东日
商业物业经营,600415.SH,小商品城
商业物业经营,600605.SH,汇通能源
商业物业经营,600655.SH,豫园股份
商业物业经营,600738.SH,丽尚国潮
商业物业经营,600790.SH,轻纺城
商业物业经营,601828.SH,美凯龙
商业物业经营,603682.SH,锦和商管
商用载客车,000868.SZ,安凯客车
商用载客车,000957.SZ,中通客车
商用载客车,600066.SH,宇通客车
商用载客车,600303.SH,曙光股份
商用载客车,600686.SH,金龙汽车
商用载货车,000550.SZ,江铃汽车
商用载货车,000800.SZ,一汽解放
商用载货车,000951.SZ,中国重汽
商用载货车,301039.SZ,中集车辆
商用载货车,600006.SH,东风股份
商用载货车,600166.SH,福田汽车
商用载货车,600375.SH,汉马科技
商用载货车,600418.SH,江淮汽车
啤酒,000729.SZ,燕京啤酒
啤酒,000752.SZ,*ST西发
啤酒,000929.SZ,兰州黄河
啤酒,002461.SZ,珠江啤酒
啤酒,600132.SH,重庆啤酒
啤酒,600573.SH,惠泉啤酒
啤酒,600600.SH,青岛啤酒
园林工程,000010.SZ,*ST美丽
园林工程,002200.SZ,交投生态
园林工程,002431.SZ,ST棕榈
园林工程,002663.SZ,普邦股份
园林工程,002717.SZ,*ST岭南
园林工程,002775.SZ,文科股份
园林工程,300197.SZ,节能铁汉
园林工程,300355.SZ,蒙草生态
园林工程,300649.SZ,杭州园林
园林工程,300948.SZ,冠中生态
园林工程,300949.SZ,奥雅股份
园林工程,301098.SZ,金埔园林
园林工程,603359.SH,*ST东珠
园林工程,603955.SH,大千生态
园林工程,605303.SH,园林股份
固废治理,000035.SZ,中国天楹
固废治理,000546.SZ,金圆股份
固废治理,000803.SZ,山高环能
固废治理,000885.SZ,城发环境
固废治理,001230.SZ,劲旅环境
固废治理,002034.SZ,旺能环境
固废治理,002210.SZ,飞马国际
固废治理,002266.SZ,浙富控股
固废治理,002672.SZ,东江环保
固废治理,002973.SZ,侨银股份
固废治理,300140.SZ,节能环境
固废治理,300614.SZ,百川畅银
固废治理,300779.SZ,惠城环保
固废治理,300815.SZ,玉禾田
固废治理,300854.SZ,中兰环保
固废治理,300867.SZ,圣元环保
固废治理,301049.SZ,超越科技
固废治理,301068.SZ,大地海洋
